text,label
@RhysWebbLCFC @Sfc101010 @GaryLineker He isn't gonna shag you mate.,0
@utdreport @MarcusRashford @LisandrMartinez @LukeShaw23 @DalotDiogo @B_Fernandes8 @raphaelvarane @FPellistri07 @TyrellMalaciia @Casemiro @antony00 Forget to add your father in the pic?,0
@utdreport @MarcusRashford @LisandrMartinez @LukeShaw23 @DalotDiogo @B_Fernandes8 @raphaelvarane @FPellistri07 @TyrellMalaciia @Casemiro @antony00 Forget to add your father in the pic?,0
@utdreport @MarcusRashford @LisandrMartinez @LukeShaw23 @DalotDiogo @B_Fernandes8 @raphaelvarane @FPellistri07 @TyrellMalaciia @Casemiro @antony00 Forget to add your father in the pic?,0
@utdreport @MarcusRashford @LisandrMartinez @LukeShaw23 @DalotDiogo @B_Fernandes8 @raphaelvarane @FPellistri07 @TyrellMalaciia @Casemiro @antony00 Forget to add your father in the pic?,0
@utdreport @MarcusRashford @LisandrMartinez @LukeShaw23 @DalotDiogo @B_Fernandes8 @raphaelvarane @FPellistri07 @TyrellMalaciia @Casemiro @antony00 Forget to add your father in the pic?,0
@utdreport @MarcusRashford @LisandrMartinez @LukeShaw23 @DalotDiogo @B_Fernandes8 @raphaelvarane @FPellistri07 @TyrellMalaciia @Casemiro @antony00 Forget to add your father in the pic?,0
@utdreport @MarcusRashford @LisandrMartinez @LukeShaw23 @DalotDiogo @B_Fernandes8 @raphaelvarane @FPellistri07 @TyrellMalaciia @Casemiro @antony00 Forget to add your father in the pic?,0
"@david_conn @AlexScott Hypocritical, especially as she's gay and has lots of gay followers.",0
@GaryLineker how much did BBC pay to you say that speech? bBC are the biggest criminals,1
@BBCSport @GaryLineker will you highlight war crimes in your opening speech of 2026?,0
@5MARRIOTT5 shes a lesbian thats why @alanshearer @GaryLineker,1
"@GaryLineker That's fine for the opening day Gary, but let's not repeat it during every match, eh? Let the badge wearing and silly pre-game rituals suffice instead. I don't want to mute you and the gang in order to focus on the football, but will if I have to.",0
@USMNT We hope u lose tomorrow. You should represent USA not gays!,0
"@Motazdrogba @Cristiano @binance These Kucoin whales pump coins every week, and they have have planned a big ass pump! This event will happen on #kucoin in 1 week. https://t.co/axlx9ljZoC..",0
@micklfc97ynwa @GBNEWS @GarethSouthgate We need to ditch the LibLabCon pro mass immigration traitor parties https://t.co/zsN73IOKKe,1
@DClim16 @USMNT ur wife cld do better than u. congrats on the baby tho. brady is a cool name,0
@GaryLineker @alanshearer @AlexScott Take a boat refugee with you but leave the gay at home eh?,1
"@Mohamma23527642 @Cristiano @FIFAWorldCup @fifaworldcup_ar @FiersaBesari @FIFAcom @fifacom_es @EASPORTSFIFA @FIFAWWC @fifaworldcup_es @fifacom_ar for a pkace that hates gays.. ""its raining men""",0
@fahadansari @AlexScott lets hope the @BBC @BBCSport the lesbian race token is not at another mens world cup again,0
"Watch the #Iran/#England game in disbelief as the #IslamicRepublic is butchering #Kurds in #Mahabad and elsewhere, as we speak. Their crime: being #Kurdish. Looking for a sign of solidarity NOW 
@GaryLineker
 #BBCWorldCup #QatarWorldCup2022",0
"@AlexScott Alex, question.... why have you not called out the England team for wearing jerseys made by children in south asia for peanuts. You along with the rest of your gang know fully well child labour is illegal. Wait to hear you call out kane and co",0
"@wefjooow @lets_spurs @x7blazo @matthayesthfc @HKane But if some people do act on it, should we just ignore it? It's their religion, their belief, we cannot tell them it's wrong right? How could we do such thing
Even a big branch of Christianity has that view in it's roots. Luther, father of lutheranism wanted to drown a boy https://t.co/GIjxMojgpf",0
@AlexiLalas Surprised you can give analysis while having countless prince dicks in your mouth for the next month,1
"Monday at 1pm on @FOX4, USA fans will get to root on the @usmnt in the #WorldCup for the first time in 3,065 days!

Catch my story with @Jesusfcd27, @WMckennie, @KellynAcosta &amp; @AlexiLalas on the next chapter in USA soccer, tonight on @KDFWsports #Free4All at 10! https://t.co/XuRaHLV98K",0
"Monday at 1pm on @FOX4, USA fans will get to root on the @usmnt in the #WorldCup for the first time in 3,065 days!

Catch my story with @Jesusfcd27, @WMckennie, @KellynAcosta &amp; @AlexiLalas on the next chapter in USA soccer, tonight on @KDFWsports #Free4All at 10! https://t.co/XuRaHLV98K",0
Thinking of doing an article/analysis on @PhilFoden and why leaving him out of the England starting XI would basically be a crime against football. Anyone interested in what I have to say or nah?,0
"You @GaryLineker same energy in 2026 yeah regarding usa.. gun crime, war crimes, racist presidents the lot yeah???",1
@Shrxydinho @Cristiano @binance When your father tapin you Born,0
"@FloKiNY_ @USMNT @POTUS Ohh, does that hurt your pussy.",0
@sham_jab @AlexScott @BBCSport @GaryLineker @alanshearer Whataboutism. Qatar still sucks ass.,0
"@FIFAcom @LaTri The worst world cup ever, mother fuckers
MAFIFA",0
"@SecBlinken @USMNT @FIFAWorldCup This is a important message of the freedom-loving people of Iran to the Western governments:
Declare the Islamic Revolutionary Guard Corps as terrorists,expel their ambassadors &amp; associates from Europe,&amp; launch Starlink Internet for the people of Iran
#MahsaAmini
#IranRevolution",0
"@GaryLineker @BBCiPlayer @BBCOne What hypocrites' we are. Britain among others kept women down for centuries, not being allowed to vote or train as doctors among other things. We vilified and jailed gay men, I could go on. All this took place in the 20th century. Things are changing there, progress takes time.",0
"@ESPNUK @Cristiano @Wayne @lionel @Kylian @harry @erling (Isaiah 53:2, ESV) For he grew up before him like a young plant, and like a root out of dry ground; he had no form or majesty that we should look at him, and no beauty that we should desire him.",0
@EuAvesta @binance @Cristiano WallStreetBets group has have planned a big ass pump! The signal will occur on kucoin in a few days from now.  https://t.co/Zg9cj16HBo..,0
@macdonald_mwewa @binance @Cristiano This telegram of over 300k people have have planned a big ass pump! The event will occur on kucoin in a few days from now.  https://t.co/WRwqdpIlEE..,0
"Hey @AlexScott Did you know that infinitely more gays and trans get murderered in the US than in Qatar, which probably has close to zero cases? The audacity of your hypocrisy and ignorance is staggering.
https://t.co/rU1x21Tevt",0
"@UDAYANGASADARU2 @binance @Cristiano Wallstreetbets made a pump group, and have decided to have planned a big ass pump! The pump  will take place on #kucoin in 1 week. https://t.co/tPb4rGkb5R..",0
@Real_Dan_Man @USMNT Why? Bc u hate gay ppl and we're obliged to tolerate you?,1
"@FOXSoccer @USMNT @Cymru Islamic Republic has conducted a war crime against unarmed civillians in #Mahabad by leveraging Hollow-point bullets!
#MahsaAmini",0
"@FOXSoccer @CBF_Futebol Islamic Republic has conducted a war crime against unarmed civillians in #Mahabad by leveraging Hollow-point bullets!
#MahsaAmini",0
@IkerCasillas @Cristiano Shut ur mouth ur mother pussy,1
@IkerCasillas @Cristiano Shut ur mouth ur mother pussy,1
@SP0RTSBETTOR @USMNT You've jerked other men's dick for longer,1
"@EsraArtDesign @binance @Cristiano Join this telegram channel with over 300k people, they have have planned a big ass pump! The event will happen on #kucoin in 1 week. https://t.co/UdimgaC7Gg..",0
@___yosef__10 @FIFAWorldCup @FIFAcom @piersmorgan @BBCSport @BBCMOTD @MelissaReddy_ @btsportfootball @SkySportNews @SkySports_Keith @GaryLineker I won't what a show some terrorists put on,0
"@GaryLineker @DionDublinsDube Should spend more time on researching players and teams instead of a lads night in. He added square root of damn all to Qatar game.Gimme the job..I need the money more! 
Pundits could actually add some value instead of pub level bleedin obvious observations. Do your job!",0
@democracywins12 @pripley2426 @GaryLineker The love of money IS the root of all evil.,0
@CFC_Wrld @RafaeLeao7 Tell this to ur gay friend,0
"@rogbennett Have to tag @GaryLineker even though he's muted
-Being gay was illegal in England in '66
-Brexit has shown how immigrants are thought of in the UK
-The system is beyond corrupt in this country as we have seen in the last 3 years especially
-US and Mex no better with guns &amp; drugs",0
"@WelshMopar @GaryLineker @alanshearer @AlexScott Erm, she's not a self-confessed lesbian.",0
@IkerCasillas @Cristiano All of you mentioning messi's name under this post... are you soo stupid? Did he mention your messi or invited your stupid ass here? RONALDO running rent free in you all motherfuckers brains,0
@IkerCasillas @Cristiano All of you mentioning messi's name under this post... are you soo stupid? Did he mention your messi or invited your stupid ass here? RONALDO running rent free in you all motherfuckers brains,0
One Ass Love? do you like ass?? @HKane @ChrisEriksen8 @GarethBale11 @kschmeichel1 @VirgilvDijk @simonkjaer1989,1
One Ass Love? do you like ass?? @HKane @ChrisEriksen8 @GarethBale11 @kschmeichel1 @VirgilvDijk @simonkjaer1989,1
One Ass Love? do you like ass?? @HKane @ChrisEriksen8 @GarethBale11 @kschmeichel1 @VirgilvDijk @simonkjaer1989,1
One Ass Love? do you like ass?? @HKane @ChrisEriksen8 @GarethBale11 @kschmeichel1 @VirgilvDijk @simonkjaer1989,1
"@Heressss_Alex @ParkLaneBlock40 @GaryLineker @alanshearer @AlexScott No she isn't. She's dated one women, and multiple men. That's doesn't make you a lesbian.",0
@WehliyeMohamed This hypocrite gay guy @GaryLineker would be in meltdown,1
"@GaryLineker @alanshearer @AlexScott Makes sense the BBC would cover this world Cup, they are used to covering crimes. Oh wait I meant covering up.",0
@piersmorgan @Cristiano The biggest dick rider in history,0
@5Pillarsuk @GaryLineker Oh mann am so lost of respect for this guy. He just read the tele porter without knowing the real truth. No Muslim is a Homo/lesbian.. and stay of their woman affair. Any Muslim who admit they are homo/lesbian know they are not Muslim.,1
@piersmorgan @Cristiano He's not gonna shag you,0
"@szamanzadeh @BellinghamJude @BlackYellow While the regime's football team is playing in #Qatar2022 to normalize IR's crimes against humanity, brave Iranians in #Javanrud are being massacred by the Islamic Republic terrorists.

This team is not Iran's national team.

#ENGIRN 
#MahsaAmini",0
"While the world is peparing to watch the #ENGIRN, the Islamic Republic is commiting crimes against humanity in several cities.
#FIFAWorldCup
@GaryLineker 
#MahsaAmini",0
@epusmnt1 @USMNT W girlfriend bro,0
"@felaskechayi @alikarimi_ak8 While the regime's football team is playing in #Qatar2022 to normalize IR's crimes against humanity, brave Iranians in #Javanrud are being massacred by the Islamic Republic terrorists.

This team is not Iran's national team.

#ENGIRN 
#MahsaAmini",0
@piersmorgan @Cristiano Still got his cock in your mouth,0
@piersmorgan @Cristiano Such a dick rider .,0
@rioferdy5 @England @GaryLineker @alanshearer @MicahRichards I predict non of your 4 have any balls and are Judas for accepting the fascist anti gay message that they are forcing upon football,0
"@Ansh__95 @AlexScott I really have utter respect for Alex Scott especially after hearing what she went through with her abusive father , her mother brought up a lovely young lady",0
@moistcrac @NUFCblogcouk @AlexScott Im guessing you hate gay people.,0
"@England @HKane @sterling7 While the regime's football team is playing in Qatar 2022 to normalize IR's crimes against humanity, brave Iranians in #Javanrud are being massacred by the Islamic Republic terrorists.

This team is not Iran's national team.

#ENGIRN 
#MahsaAmini",0
@piersmorgan @Cristiano The dick riding is a real thing,1
"@prideinfootball @AlexScott You mean penis for the asshole and pussy for pussy, 
Well one ends with feaces other ends up with dildos.
Everything is wrong about you miss Ass eater",1
@piersmorgan @Cristiano He's not going to shag you piers.,0
@piersmorgan @Cristiano Loving that ass man https://t.co/SEkBOptMGz,0
@piersmorgan @Cristiano Finished drinking the cum out of his cock yet?,1
@USMNT @ChipotleTweets Fk chipotle fake ass liars,0
@karlgrafton @GaryLineker It will give them a reason to seek asylum for being a traitor for not singing the national anthem and move in to a hilton hotel near you lol,0
@MicahBock @USMNT USA away the gay https://t.co/Z8zM09U83C,1
"@cryptoarse @AlexScott they're very unlikely to follow every word. &amp; to be honest, most haven't read their texts cover to cover. Plus the island where I'm from probably also has the highest gay population per Capita. So having a member of family or being friends with one, makes you less likely to hate",0
@simmy1k @MarcusRashford He last more that your dad.  5s man,0
"@FIFAWorldCup @England Moreover, as Ukraine substantiated, Iran is breaking UN Security Council resolution 2231 by providing Putin with kamikaze drones. The recent acts of terror are innumerable. @FIFAcom should have banned #Iran after suspending #Russia for this matter.",0
@AlexScott shut it you dumb hoe. Go talk about the workers that make England's T-shirt and what wages they are on. Double standard thick dopy bitch,1
@GaryLineker @BBCiPlayer @BBCOne No good for my 89 year old mum who wanted to watch the ceremony!!!!!,0
Oh well. The @USMNT kissed their sisters against Wales. #FIFAWorldCup #USMNT #USA,0
@duolingo @GarethBale11 You son of a bitch!,0
"@EnglandFootball @England They use nerve gas in #Javanroud  Kermanshah province, Iran
Another crime of the Islamic Republic
Please stay tuned
#MahsaAmini",0
"@piersmorgan @Cristiano SO!
Are you gay?
Coming out? https://t.co/W6OGnXVWjd",0
"@GaryLineker @DionDublinsDube Can you take in some more asylum seekers mate bout 10,000!",0
@FbiIran @Ronhere2 @CPaul48 @bloozmatt2 @USMNT Fun fact over half of Europe if not more are related to the British monarchy so yes you all are inbred if not more than Americans,0
"@PatRockII @WXLFBEVRD @Mike_Calhoun @e_prime @BuzzCityB @NateWorthington @rogbennett @cltfcfantv @AlexScott Can you name a Western country where right now, women are treated like second-class citizens by law and gay people are thrown in jail?",0
"@catarinak1 @MarcusRashford They're footballers, not gay activist...",0
"@EilidhBarbour @AlexScott Virtue signalling nonsense from a dyke.

Bet she doesn't wear it outside the stadium.",1
@Banders12345 @jimmysstew @USMNT Cry bitch,0
@necowilliams01 @Cymru @FIFAWorldCup Sorry for your loss Neco; no doubt he would have wanted you to play that game. Day after mum had passed we had pre-booked tickets for a show; I had to take her granddaughter as that is what she would have wanted. Love &amp; strength.,0
"@England We, the people of Iran, are thankful to the united national team of England because they defeated the government and terrorist team of the Islamic Republic and made us the people of Iran happy.

#mahsaamini",0
@GerryCallahan @USMNT was focused more on gay rights than the match.,0
"@GarethBale11 @FIFAWorldCup @Cymru According to the international protocols, using #nervous_gas , what is going on in #Javanrud , is a clear example of war crime.
Hereby, we request all related international organizations and communities to stand with Iranian people based on R2P Law.
#IranRevolution2022 #UN",0
@piersmorgan You looked very gay when you fawned over @Cristiano,0
@ZubyMusic That's true. Look how many national soccer teams wanted their captains to wear armbands with one love rainbow colors in the world cup. @USMNT changed America's colors saying that LGBTQ is a big part of soccer culture. Are they admitting that many of USMNT front office are gay? https://t.co/PKDLdJKU0J,0
"@BarackObama @USMNT i root, but i also comment about better labor qualities for Texans workers and Quatar workers, we can do better, and start from examples. and international workers id, for all to freely work with their rights protected",0
This guy has a African background parents,1
i don't think @AlexScott can stay @qatar and be safe for the fucki*ng rubbish she did what a pussy woman,0
"@BrawlUmais @iam_Alkesh @Junaidmushtaq47 @Sport360 @imVkohli @Cristiano @TeamMessi 2020,2021 virat kohli worst form still, he is close to Babar with lesser innings played than babar. There is not much to compare. kohli is next level thing. Babar is good but not in kohli's league. Babar may be bigger than jow root, smith and williamsan but Not kohli",0
@piersmorgan @Cristiano BREAKING: Piers Morgan jumps off Ronaldo's cock for 5 minutes to write a tweet!,0
@USMNT Unfollowed. @NashvilleSC destroyed our team! Well them n the US coach. Took the foot off the gas. MLS coach n MLS period r crap. Walker Zimmerman made our country a laughing stock. Thanks again @NashvilleSC .,0
@RealRickGlaser1 @MalikShogun @prideinfootball @AlexScott Str8 bitch you are.,0
"@DynamoStriker77 @RoryFitz11 @FlakeyFernandes @talkSPORT @GaryLineker Well said.

Let's not forget this too.

""Heaven lies beneath the feet of your mother"" is an Islamic saying by the prophet Muhammad, this hadith is prominent in Muslim culture - emphasising that a child must respect their mother to gain passage into heaven.",0
@DeJongFrenkie21 You was ass bro ngl,0
"@AlexScott @iplayer @AlexScott your a racist &amp; Islamophobe how dare you disrespect &amp; insult our believes without knowledge in a Islamic country in front of the whole world. You've been to the middle east before on holiday, you've been to Jamaica aswell where being gay is illegal. Hope you go to jail",1
@DMulvanny @GaryLineker @barneyronay Its because of terrorist like negativity. @GaryLineker,0
"@SecBlinken @USMNT According to the international protocols, using #nervous_gas , what is going on in #Javanrud , is a clear example of war crime.
Hereby, we request all related international organizations and communities to stand with Iranian people based on R2P Law.
#IranRevolution2022 #UN",0
@dav_uz @mich_moy @GaryLineker @BBCOne Migrants/asylum seekers held in sub human conditions in UK and then being sent to Rwanda where gays are persecuted?,0
"@GaryLineker Time to mention Qatars position on gay rights at every opportunity

Because freedom of speech",0
🥺 Legends never die his last world cup,0
Wth I thought he died,0
@Tini_dayo @FIFAWorldCup @CBF_Futebol Piss of u ugly hoe haha,1
"@UTDTrey @Cristiano Bullshit king, fuck off my club",0
"@rioferdy5 @ManUtd @Cristiano Is there any doubt, numbers don't lie. He's Manchester United greatest footballer. I would die laughing if in 2 yrs utd fans start chanting ten hag out",0
"@mikeygs64 @MattC63715658 @LozzaFox @GarethSouthgate @England You are totally missing the point BLM &amp; ""the knee"" is not anti racism it's very much the opposite. Like I've said multiple times onelove&gt;knee. My issue is not the message it's the race dividing and baiting in the BLM manner it's being delivered. Standing in solidarity arm in arm",0
"@mikeygs64 @MattC63715658 @LozzaFox @GarethSouthgate @England You are totally missing the point BLM &amp; ""the knee"" is not anti racism it's very much the opposite. Like I've said multiple times onelove&gt;knee. My issue is not the message it's the race dividing and baiting in the BLM manner it's being delivered. Standing in solidarity arm in arm",0
"@philosproject @jihadwatchRS @bulutuzay_ #BoycottQatar2022
Bloodiest inhuman #FIFAWorldCup in #Qatar2022 made on dead bodies of 6500 innocents.#HOLOCAUST
Dear @FIFAWorldCup @FrenchTeam @DFB_Team_EN @OnsOranje @Argentina @SEFutbol @govbrazil @afa @Azzurri_En @UN_HRC @HRC cheers,plz enjoy th #BLOOD
https://t.co/NDJb3ca0mx",0
Ooooooo what a shot @Socceroos #FIFAWorldCup,0
@PSG_English @KMbappe @equipedefrance Does Qatar know hes gay?,1
Thx for the second period @Cristiano,0
@KudusMohammedGH @neymarjr @Thiago6 @guardian_sport @DoctorSamuel_ really calling him an ape for no reason 💀,0
@KudusMohammedGH @neymarjr @Thiago6 @guardian_sport @DoctorSamuel_ really calling him an ape for no reason 💀,0
"@VP @un @SkySportsNews @SweMFA @EmmanuelMacron @JustinTrudeau @alikarimi_ak8 @RAHIREZVANI @Golshifteh 
Her hair was shaved and due to repeated rapes, she had severe rectal bleeding. Her name is #Armita_Abbasi fighting for #WomanLifeFreedom in #Iran claiming the basic rights 2022",0
"@SocialistNHS @AlexScott That's what true courage looks like ? 
What does NHS staff still killing people with the Death Shot despite all the irrefutable evidence of the carnage its causing, death injury miscarriages etc but you people keep pumping it into the Sheep ? What does that look like ??",0
@piersmorgan @Cristiano Piers is smoking this Cristiano pack to his death,0
@Cristiano Hope You take back your toxic fanboys and fangirls with you. No more shit,0
@FIFAWorldCup @Socceroos @equipedefrance What about the dead migrants,0
@stillsholley @_AsiwajuLerry @Cristiano Cry bitch,0
@buggy_o @yosoy8a Mad dick riding in this tweet right here https://t.co/UrzG8p0Q7s,0
@PatrickBHenry @EssexPR @GaryLineker He's not going to shag you.,0
"@ToniRuediger   you are muslim!!  Why bother with this dirty letter, you bitch https://t.co/kHYdRkNVe9",0
"£26.95, none of them give a shit 🤣",0
"@JaiP72 @LAFC @GarethBale11 Every character is perfect, as far back as William through to Philip. Urgh, gonna miss it.   Yep you prior missed out there! I bet the Mrs was well happy to meet Kevin!! 🤣. My wife is in love.",0
"@ArdashirPapakan @22blablabla22 @Carlos_Queiroz Shut up, self-dealer and dog of Iran's dictatorial regime.  You are selling my mother and sister for money.",0
@castielmach @USMNT Did you decide what country you are from or doesn’t your mom know who your dad is so you have to guess?,0
"@ArdashirPapakan @22blablabla22 @Carlos_Queiroz Shut up, self-seller and dog of Iran's dictatorial regime. You are selling my mother and sister for money.",0
@AlexScott @Gaz1919L I watch/go to football to get away from all this shit. It’s beamed down out TV’s every bleeding day. Can’t working man have a break from it for just a couple of hours a week ffs,0
@GaryLineker You get a lot of shit wrong jeez,0
"Lewandisney got our side hoe acting like a wife, may Allah bring bad things to you @lewy_official",0
Gotta root for our hat!!! https://t.co/D9fIGZumXm,0
@UEFAcom_de @FCBayern_World @esmuellert_ @FCBayern @FCBayernUS @FCBayernBR @FCBayernEN @FCBayernES @DFB_Team @DFB_Team_EN @DFB_Fanclub I never saw Germany play so bad!! In second half time the team died!!! SHAME!!!,0
No rainbow coloured armband tonight? @AlexScott,0
@GaryLineker @BBCOne Two black guys and a woman. Woke again.,0
@Polkepike @MahmutPresley @muooost @mbatshuayi Mate het the f#cok out of here you French rat,1
"@Temitope__Yemi @SammyBee100 @sportbible @Cristiano Have you thought of reading the FA report on the subject, it confirms that he will be banned for 2 games at his next club.",0
"@EngrFaizan786 @England @majorbasheer_ @sterling7 Hmmm, u sure? Raheem is the only 1st generation immigrant in the English side. All others are either natives or 2nd/3rd/4th generation and therefore born here, UK born and bred, regardless of culture at home.
Most valuable league brings the talent, we scout sports immigration.",0
"@EngrFaizan786 @England @majorbasheer_ @sterling7 Hmmm, u sure? Raheem is the only 1st generation immigrant in the English side. All others are either natives or 2nd/3rd/4th generation and therefore born here, UK born and bred, regardless of culture at home.
Most valuable league brings the talent, we scout sports immigration.",0
@ToniRuediger @DFB_Team You are a disgrace to muslims society.,0
@loankrgl @Pedri @Pxdressi Costa Rica were just ass,0
You need to pay me for defending your nasty ass @neymarjr,0
"@Zozzovic @ToniRuediger It's about being silenced in general, whether this be about gay rights, worker rights, women's rights or anything else. How does protesting not being able to use your voice make you a fake muslim",0
@trailerparkboys @CanadaSoccerEN @FIFAWorldCup @PointsBetCanada Did bubbles paint up julians tits? Did he and ricky motorboat them to paint their faces? Lol Sexian...,0
@cpulisic_10 @ChipotleTweets We’ll stay on your feet and stop flipping like a dead fish.. you can’t score on the ground complaint you got a boo boo..,0
"@kelvmackenzie @AlexScott @GBNEWS @danwootton What on earth are you talking about?   If you protest in the jungle, but no one is there to hear you... is there any point?",0
@ToniRuediger @DFB_Team you are a shame for the muslim world. Inshallah you test the answer in this world and hereafter. if you are still muslim.,0
@aBlueSuperMario @ToniRuediger @DFB_Team Remember to post #Hustle this guy remember us the most hypocritical person ever lived you are embarrassing the black community even if you are playing for the other side,0
@KenSimCity @CanadaSoccerEN Canada is a organized criminal country . https://t.co/CC6EXgovnW,1
@JamalMusiala You deserve the defeat gays This is the first time from 34 years when I'm happy that die manneschaft got defeated,0
@PiersUncensored @Cristiano @piersmorgan @TalkTV Whens the wedding gay boy,0
"@Founda__ @KudusMohammedGH @m_holdbrook @neymarjr @Thiago6 Bro, u go make people insult you kwa. Delete this shit🤣",0
"@Founda__ @KudusMohammedGH @m_holdbrook @neymarjr @Thiago6 Bro, u go make people insult you kwa. Delete this shit🤣",0
@CanadaSoccerEN Our players can’t fucking shoot,0
@kelvmackenzie @LordLindley @AlexScott @GBNEWS @danwootton What a gay hypocrite Alex Scott. Take your money and run,0
@CanadaSoccerEN Herdman halftime speech: “Alright boys I love the fucking forechecking just keep the ball deep and drop it back for a shot from the point and clean up the juicy rebound LETS GOOOOO”,0
@GaryLineker Football lost its soul when  the football authorities allowed a murderer to buy Newcastle after Johnson pulled some strings for the Saudis.  Whats gambling compared  to murder?,0
@PulseGhana Stop tarnishing the image of your fellow black man. You can do better in your reportage. Bow down in shame 😏,0
"@IlkayGuendogan @DFB_Team why do you support LGBTQ+, when you are a muslim? @IlkayGuendogan",0
@GaryLineker Is that David Luiz’s dad?,0
@BelRedDevils Your shit,0
@kelvmackenzie @AlexScott @GBNEWS @danwootton Hey Kelvin why are you such a cunt,0
@MartinBoyle9 Good luck with yet another recovery period Boyler . Come back strong and ready for the new season .,0
@arielhelwani @CanadaSoccerEN Are you jewish btw?,0
@Morris40432586 @City_Xtra @KevinDeBruyne Naah bro he was actually shit,0
"@As_TomasRoncero @JordiAlba @marcoasensio10 2 days ago, Luis Enrique was a twat. Today a hero what a wanker @As_TomasRoncero",0
@CanadaSoccerEN The boys are kicking ass. I believe! 😤🤘👊,0
@Cristiano Mr CR7  I hope you have a good game tomorrow good luck . And remember to go back to Real Madrid. You shouldn’t never left. Hala Madrid 🙏🙏🫡🫡🫡🫡,0
@MehdiTaremi9 A true snake 🐍  ready to ditch his country. Shame on you and on your parents.,1
@FredLZT @juhAhtemia @luvadepedreiro @neymarjr no father figure 👆👆👆,0
Ask your girlfriend. I'm single with no airtime,0
@MlleNela @CanadaSoccerEN they've been aggressive and pressuring high...they just need better decision making on the last pass and shot.,0
"@CanadaSoccerEN You sure did. U just got to be sharper in the box lads, and shoot more.",0
@TheoHernandez @LucasHernandez @equipedefrance Both ass,0
@BelRedDevils Robbed 2 penalties...shit show from Belgium...got lucky to lead,0
@GaryLineker Having a month of reflection time while watching the World Cup. If you think the fiat system is corrupt just read the history and watch the refereeing decisions so far in the 2022 FIFA World Cup. On reflection Fifa is just a petty criminal.,0
"@foreverboleyn__ @AlexScott Coming on here telling people to shut up!!   You know that for a fact do you, beheadings. UK locked up a man who told the truth about torture.  UK war in Yemen, Syria &amp; Iraq. There’s no self righteous stand to be taken by the UK.  66’ World Cup being gay was banned here.",0
@uratangaziki Shame to @ToniRuediger and @IlkayGuendogan mates you are muslim😖😖 u have to oppose this nonsense you failed us!,1
@ToniRuediger @DFB_Team Rudiger you are muslim please respect your religion https://t.co/nM30HZIQbQ,0
@prodnose How’s cuckold @GarethSouthgate and his team doing?   I’m glad #Eng is not in the #qat   Grovelling &amp; kneeling before a stadium full of Arabs?  Fuck That 🏴󠁧󠁢󠁥󠁮󠁧󠁿  Gareth’s Girls represent themselves and if GS is following an order....   You are embarrassing our country #prick,0
"@CanadaSoccerEN You reach their goal easily, you just have to shoot the target",0
@Cristiano Well that's a bit of bullshit isn't it. You left because you weren't being played as often as you wanted and your ego couldn't handle it; spat your dummy out as a result. Also Manchester United is just a bit shit really isn't it,0
@ManCity @KevinDeBruyne He was shit,0
@WindassJnr Like what's your fucking problem??? Just upset your not playing in a world cup 🏆 @SorbaThomas his mother is Welsh  🏴󠁧󠁢󠁷󠁬󠁳󠁿🖕,0
@Grinch32311889 @foreverboleyn__ @Ailis193 @AlexScott Pipe down you cunt.,0
"You can save the lives of millions of women, kids, and ethnic minorities in Iran only with a small symbolic demonstration like mimicking the cutting of one’s hair! or kneeling in memory of innocent people who were killed in Iran! @USMNT #USMNT #FIFAWorldCup #Mahsa_Amini",0
If someone in this @CanadaSoccerEN team could shoot for goal they would be about 10-1 up now against Belgium. They are playing out of their skins  🇨🇦,0
"@AlexScott ''white girls''? white is a racist label, pre DNA. Racial classification. Identify as 'white' or 'black' you are racist!",0
"@IlkayGuendogan @DFB_Team I disappointed with your choice to support one love campaign, because you are a muslim.  Is Allah's order less important than human will?",0
@CanadaSoccerEN Refs gave the first pen and said nah we done being good at our jobs. Also 14-4 shot attempts goddamn. Second half gotta come strong!,0
"Lot of criticism is levelled at @BBCSport #MOTD @ITVSport @FIFAWorldCup @GaryLineker but looking at the pundits in the studio you cannot say they do not support ethnic groups, gays or lesbians but it would nice to see more transgender Asians and non binary people represented.",0
@CanadaSoccerEN John Herdman made sure his team was fired up and come out like they were shot out of a cannon.,0
@BelRedDevils Play like ass and are winning nothing to be proud of,0
@jjenas8 You’re ruining the matches with your god awful shitty commentary please do the noble thing and step down my ears are bleeding,0
@jrawk26 @GaryLineker I hear u man. I went to the same pub I usually go to for England games and it’s usually busting out the door. There was about 10 people sat around tables. It was shite. We’ll win it. It’ll be shit. And then we’ll have to wait another 60 years. Which I’ll be long gone by. 😂😩,0
@Cyrus21860237 @AlexScott So why are the England team not being stopped from kneeling down?  This guy is the reason for it all €30million in his back pocket https://t.co/u9E5eBBDeZ,0
